Index,Minute,Team,Player,Position,Type,Shot outcome,Origin_Xcoord,Origin_Ycoord,Destination_Xcoord,Destination_Ycoord,Pass_Recipient
2872,77,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,49.2,15.4,55,12.6,Marcos Javier Acuña
2875,77,Argentina,Marcos Javier Acuña,Left Wing,Pass,,55.2,11.7,52,26.5,Alexis Mac Allister
2879,77,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,66.6,28.2,55.9,25.4,Enzo Fernandez
2882,77,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,55.9,27.5,69.1,67.3,Rodrigo Javier De Paul
2884,77,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,69.1,67.3,48,66.9,Nahuel Molina Lucero
2887,77,Argentina,Nahuel Molina Lucero,Right Back,Pass,,48,66.9,57.6,61.1,Enzo Fernandez
2889,77,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,57.6,61.1,66.1,74,Rodrigo Javier De Paul
2892,77,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,66.1,74,58.4,64.8,Enzo Fernandez
2895,77,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,63.4,66.7,58.4,76.1,Rodrigo Javier De Paul
2899,77,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,61.4,76.1,70,76.3,Lionel Andrés Messi Cuccittini
2906,77,France,Eduardo Camavinga,Left Back,Pass,,50.8,4.2,54.6,4.4,
2908,78,Argentina,Nahuel Molina Lucero,Right Back,Pass,,69.1,80,69.6,66.9,Enzo Fernandez
2912,78,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,70.8,66,70,75.2,Nahuel Molina Lucero
2916,78,Argentina,Nahuel Molina Lucero,Right Back,Pass,,70,75.2,74.9,75.5,
2918,78,Argentina,Nahuel Molina Lucero,Right Back,Pass,,74.9,75.5,80.7,70.3,
2919,78,France,Eduardo Camavinga,Left Back,Pass,,39.4,9.8,60.2,7.8,Kylian Mbappé Lottin
2922,78,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,60.2,7.6,90.3,18.1,Randal Kolo Muani
2928,79,France,Kylian Mbappé Lottin,Left Center Forward,Shot,Goal,108,40,120,37.3,
2930,79,Argentina,Julián Álvarez,Center Forward,Pass,,61,40.1,44.3,40.2,Rodrigo Javier De Paul
2932,79,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,44.3,40.2,50.1,66,Nahuel Molina Lucero
2935,79,Argentina,Nahuel Molina Lucero,Right Back,Pass,,43.5,76.3,22.7,56.4,Cristian Gabriel Romero
2938,79,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,20.6,50.9,20.6,30.3,Nicolás Hernán Otamendi
2942,79,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,19.1,28.6,6,37,Damián Emiliano Martínez
2944,80,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,6,37,51.4,4.9,Marcos Javier Acuña
2947,80,Argentina,Marcos Javier Acuña,Left Wing,Pass,,51.2,4.9,62.5,0.8,Julián Álvarez
2949,80,France,Jules Koundé,Right Back,Pass,,56.5,80,38.8,50.8,Dayotchanculle Upamecano
2951,80,France,Dayotchanculle Upamecano,Left Center Back,Pass,,55.7,35.2,55.9,11.1,Eduardo Camavinga
2954,80,France,Eduardo Camavinga,Left Back,Pass,,55.9,11.1,66.8,2.3,Marcus Thuram
2958,80,France,Marcus Thuram,Left Midfield,Pass,,68.7,2.7,54.6,5.5,Eduardo Camavinga
2961,80,France,Eduardo Camavinga,Left Back,Pass,,54.6,5.5,44.1,23.7,Dayotchanculle Upamecano
2964,80,France,Dayotchanculle Upamecano,Left Center Back,Pass,,66.2,64.1,100,27.5,
2965,80,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,20.1,52.6,39,56.4,Rodrigo Javier De Paul
2967,80,France,Eduardo Camavinga,Left Back,Pass,,81.1,23.7,73.6,32.9,Adrien Rabiot
2976,80,France,Kingsley Coman,Right Midfield,Pass,,84.8,71.2,78.8,58.3,Adrien Rabiot
2979,80,France,Adrien Rabiot,Left Defensive Midfield,Pass,,79.2,54.1,93.1,24.1,Kylian Mbappé Lottin
2982,80,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,93.1,24.1,94.8,36.3,Marcus Thuram
2985,80,France,Marcus Thuram,Left Midfield,Pass,,94.8,36.3,104.8,30.1,Kylian Mbappé Lottin
2987,80,France,Kylian Mbappé Lottin,Left Center Forward,Shot,Goal,104.8,30.1,120,41.5,
2989,82,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,61,40.1,46.5,43.4,Enzo Fernandez
2991,82,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,50.3,45.5,47.3,59.2,Rodrigo Javier De Paul
2993,82,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,47.3,59.2,28.7,59,Cristian Gabriel Romero
2995,82,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,28.7,59,43.9,49.4,Enzo Fernandez
2999,82,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,44.7,48.1,40.7,17.7,Nicolás Alejandro Tagliafico
3002,82,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,40.3,14.5,55.4,5.1,Marcos Javier Acuña
3005,82,Argentina,Marcos Javier Acuña,Left Wing,Pass,,55.4,5.1,95.2,9.2,Alexis Mac Allister
3008,82,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,89.5,0.1,112.3,8.3,Julián Álvarez
3012,83,Argentina,Julián Álvarez,Center Forward,Pass,,110.2,7.2,98.2,5.3,Nicolás Alejandro Tagliafico
3015,83,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,98.2,5.3,99.3,11.3,Julián Álvarez
3019,83,Argentina,Julián Álvarez,Center Forward,Pass,,91.6,14.7,89.2,32.7,Rodrigo Javier De Paul
3022,83,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,88.6,29.5,94.8,23.9,Julián Álvarez
3025,83,Argentina,Julián Álvarez,Center Forward,Pass,,96.7,22.4,99.1,19,Nicolás Alejandro Tagliafico
3030,83,Argentina,Julián Álvarez,Center Forward,Pass,,107,17.5,114.1,11.7,Marcos Javier Acuña
3034,83,Argentina,Marcos Javier Acuña,Left Wing,Pass,,107.8,14.7,90.9,31.2,Enzo Fernandez
3037,83,Argentina,Enzo Fernandez,Center Defensive Midfield,Shot,Blocked,92.2,35.9,101.8,,
3040,83,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,70.6,48.5,80.3,57.9,Nahuel Molina Lucero
3043,83,Argentina,Nahuel Molina Lucero,Right Back,Pass,,80.3,57.9,96.3,55.4,
3044,83,France,Eduardo Camavinga,Left Back,Pass,,23.8,24.7,46.7,32.2,
3048,83,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,78.8,50,79,58.6,Rodrigo Javier De Paul
3056,83,France,Adrien Rabiot,Left Defensive Midfield,Pass,,42,17.7,47.3,15.1,
3062,83,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,45,75.7,47.1,72,Rodrigo Javier De Paul
3065,83,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,48.6,71.8,55.4,63.1,Enzo Fernandez
3068,83,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,63.8,59.2,74.7,53.2,Julián Álvarez
3070,83,Argentina,Julián Álvarez,Center Forward,Pass,,74.7,53.2,75.3,63.9,Lionel Andrés Messi Cuccittini
3074,83,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,75.8,60.3,77.9,57.1,Julián Álvarez
3081,84,France,Marcus Thuram,Left Midfield,Pass,,91,19,108.9,15.1,Kylian Mbappé Lottin
3084,84,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,108.3,20.3,120,57.3,
3085,84,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,7,36.1,73.8,25.8,
3088,84,France,Adrien Rabiot,Left Defensive Midfield,Pass,,46.3,50,46.7,66.2,Jules Koundé
3090,84,France,Jules Koundé,Right Back,Pass,,46.7,66.2,39.6,55.3,Raphaël Varane
3093,84,France,Raphaël Varane,Right Center Back,Pass,,42.6,57.3,45.4,71.8,Jules Koundé
3096,84,France,Jules Koundé,Right Back,Pass,,45.4,71.2,40.9,59.6,Raphaël Varane
3100,84,France,Raphaël Varane,Right Center Back,Pass,,40.7,60.5,12.3,39.7,Hugo Lloris
3103,85,France,Hugo Lloris,Goalkeeper,Pass,,23.4,29.7,78.8,13.4,Marcus Thuram
3105,85,France,Marcus Thuram,Left Midfield,Pass,,78.8,13.4,93.5,16.8,
3107,85,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,26.6,63.3,56.3,60.9,
3110,85,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,68.3,19.2,70.2,10.8,Adrien Rabiot
3112,85,France,Adrien Rabiot,Left Defensive Midfield,Pass,,70.2,10.8,48.4,18.1,Dayotchanculle Upamecano
3115,85,France,Dayotchanculle Upamecano,Left Center Back,Pass,,53.5,21.8,51.2,56,Jules Koundé
3118,85,France,Jules Koundé,Right Back,Pass,,51.8,56,47.5,45.5,Raphaël Varane
3121,85,France,Raphaël Varane,Right Center Back,Pass,,52.3,38.9,67,29.5,Adrien Rabiot
3123,85,France,Adrien Rabiot,Left Defensive Midfield,Pass,,67,29.5,49.5,17.5,Dayotchanculle Upamecano
3126,85,France,Dayotchanculle Upamecano,Left Center Back,Pass,,49.3,10.6,39.2,64.1,Jules Koundé
3133,85,France,Jules Koundé,Right Back,Pass,,46.7,75.7,76,67.7,
3137,86,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,74.7,63,75.8,67.7,Jules Koundé
3140,86,France,Jules Koundé,Right Back,Pass,,76.4,67.1,80.3,61.5,Kylian Mbappé Lottin
3143,86,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,80.3,61.5,99.3,47.4,
3145,86,France,Randal Kolo Muani,Right Center Forward,Pass,,98,32.9,107.9,31.8,
3149,86,France,Randal Kolo Muani,Right Center Forward,Pass,,96.7,30.7,100.4,24.1,Marcus Thuram
3152,86,France,Marcus Thuram,Left Midfield,Pass,,101.2,23.9,106.4,28.4,Adrien Rabiot
3156,86,France,Adrien Rabiot,Left Defensive Midfield,Pass,,104,25.2,106.6,27.3,Marcus Thuram
3161,87,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,18.4,51.7,85.2,69.9,
3166,89,France,Eduardo Camavinga,Left Back,Pass,,34.9,10.2,30.6,47.8,Raphaël Varane
3168,89,France,Raphaël Varane,Right Center Back,Pass,,44.8,52.6,97.4,19,
3171,89,France,Eduardo Camavinga,Left Back,Pass,,99.5,0.1,87.3,5.1,Adrien Rabiot
3174,89,France,Adrien Rabiot,Left Defensive Midfield,Pass,,89.7,3.8,109.4,36.5,
3177,89,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,21.9,69.7,32.3,66.7,Lionel Andrés Messi Cuccittini
3179,89,France,Adrien Rabiot,Left Defensive Midfield,Pass,,87.8,13.4,92,25.6,Kylian Mbappé Lottin
3181,89,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,92.3,25.4,111.9,65.6,Kingsley Coman
3185,89,France,Kingsley Coman,Right Midfield,Pass,,111.7,68.8,69.8,61.8,Jules Koundé
3189,90,France,Jules Koundé,Right Back,Pass,,70.4,59.8,54.6,42.1,Raphaël Varane
3192,90,France,Raphaël Varane,Right Center Back,Pass,,54.8,39.9,56.7,14.9,Dayotchanculle Upamecano
3195,90,France,Dayotchanculle Upamecano,Left Center Back,Pass,,56.3,19.4,54,56.8,Jules Koundé
3198,90,France,Jules Koundé,Right Back,Pass,,52.9,60.9,75.8,73.1,Kingsley Coman
3204,90,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,25.5,28.6,62.9,26.9,Julián Álvarez
3208,90,Argentina,Julián Álvarez,Center Forward,Pass,,61.9,35.2,67,45.1,Lionel Andrés Messi Cuccittini
3210,90,France,Dayotchanculle Upamecano,Left Center Back,Pass,,53.1,35,83.3,28.8,Marcus Thuram
3212,90,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,36.8,51.3,52,51.1,Enzo Fernandez
3215,90,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,57.6,49.8,96.9,22.2,Marcos Javier Acuña
3217,90,France,Jules Koundé,Right Back,Pass,,23.2,57.9,39.2,55.8,
3218,90,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,80.9,24.3,101.2,13,Marcos Javier Acuña
3220,90,Argentina,Marcos Javier Acuña,Left Wing,Pass,,101.2,13,120,23.1,Nicolás Alejandro Tagliafico
3222,91,France,Hugo Lloris,Goalkeeper,Pass,,6,44,74.7,25.6,Randal Kolo Muani
3224,91,France,Randal Kolo Muani,Right Center Forward,Pass,,74.7,25.6,82.6,25.2,Marcus Thuram
3231,92,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,86.7,18.1,106.2,30.7,
3236,92,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,20.1,28,18.4,13.9,Marcos Javier Acuña
3240,92,Argentina,Marcos Javier Acuña,Left Wing,Pass,,18,13.9,21.6,13.9,
3242,92,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,44.5,0.1,25.7,10.4,Nicolás Hernán Otamendi
3244,92,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,21.9,25,25.9,58.8,Nahuel Molina Lucero
3248,92,Argentina,Nahuel Molina Lucero,Right Back,Pass,,31.7,63.3,62.5,75.7,Rodrigo Javier De Paul
3257,92,France,Kylian Mbappé Lottin,Left Center Forward,Shot,Blocked,95.9,32.2,100.7,,
3260,93,France,Kingsley Coman,Right Midfield,Pass,,120,0.1,113,38,
3264,93,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,91.6,33.7,89.3,19.4,Eduardo Camavinga
3267,93,France,Eduardo Camavinga,Left Back,Pass,,90.1,18.3,98.7,2.9,Kingsley Coman
3281,93,France,Eduardo Camavinga,Left Back,Pass,,113.6,19.8,108.9,28.5,Adrien Rabiot
3283,93,France,Adrien Rabiot,Left Defensive Midfield,Shot,Saved,108.9,28.5,118,36.6,
3285,93,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,3.7,42.5,2.2,45.5,Damián Emiliano Martínez
3288,93,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,4.3,44,21.2,57.9,Enzo Fernandez
3290,94,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,45.2,51.9,49.7,62.2,Julián Álvarez
3294,94,Argentina,Julián Álvarez,Center Forward,Pass,,51.6,59.4,53.5,69.3,Nahuel Molina Lucero
3297,94,Argentina,Nahuel Molina Lucero,Right Back,Pass,,54.8,70.3,65.7,77.8,Lionel Andrés Messi Cuccittini
3304,94,Argentina,Nahuel Molina Lucero,Right Back,Pass,,89.7,80,96.3,64.3,Lionel Andrés Messi Cuccittini
3308,94,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,94.6,61.1,86,61.3,Cristian Gabriel Romero
3311,94,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,85.8,61.6,97.8,67.1,Nahuel Molina Lucero
3313,94,France,Eduardo Camavinga,Left Back,Pass,,22.3,13,44.8,2.7,Kylian Mbappé Lottin
3317,95,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,79.4,4.6,95.5,21.5,Randal Kolo Muani
3328,95,France,Kylian Mbappé Lottin,Left Center Forward,Pass,,110.9,23.5,113.4,23.9,Randal Kolo Muani
3336,95,Argentina,Nahuel Molina Lucero,Right Back,Pass,,24,71.2,43.9,76.1,Rodrigo Javier De Paul
3339,95,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,43.7,76.1,39.4,60.3,Enzo Fernandez
3342,95,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,44.1,59,52.7,66.3,Lionel Andrés Messi Cuccittini
3346,95,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,83,51.3,102.9,13.6,Marcos Javier Acuña
3349,95,Argentina,Marcos Javier Acuña,Left Wing,Pass,,99.9,25.8,111.5,20.9,Nicolás Alejandro Tagliafico
3351,95,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,111.5,20.9,108.3,30.3,
3357,95,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,31.5,53,49.7,71.8,Jules Koundé
3359,96,France,Jules Koundé,Right Back,Pass,,55.9,73.3,45.2,61.1,Raphaël Varane
3362,96,France,Raphaël Varane,Right Center Back,Pass,,45.6,55.3,46.9,49.6,Aurélien Djani Tchouaméni
3365,96,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,48.4,41.2,24.2,34.6,Hugo Lloris
3368,96,France,Hugo Lloris,Goalkeeper,Pass,,26.6,31.8,79.6,16.8,Marcus Thuram
3370,96,France,Marcus Thuram,Left Midfield,Pass,,79.6,16.8,89.9,38.2,Randal Kolo Muani
3372,96,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,30.2,41.9,37.3,50,Enzo Fernandez
3374,96,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,37.3,50,47.5,37,Alexis Mac Allister
3377,96,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,52,34.8,69.3,12.8,Marcos Javier Acuña
3380,96,Argentina,Marcos Javier Acuña,Left Wing,Pass,,70.2,12.8,95.4,9.2,Julián Álvarez
3383,96,Argentina,Julián Álvarez,Center Forward,Pass,,95.4,8.1,89.5,31,Rodrigo Javier De Paul
3386,96,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,89.5,31,92,54.7,Lionel Andrés Messi Cuccittini
3389,96,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Shot,Saved,96.2,40.9,117.6,39.3,
3391,97,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,120,0.1,113.4,35.9,
3398,97,France,Raphaël Varane,Right Center Back,Pass,,24.4,52.3,42,36.1,Aurélien Djani Tchouaméni
3400,97,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,48.6,49.1,55,34.2,Adrien Rabiot
3402,97,France,Adrien Rabiot,Left Defensive Midfield,Pass,,66.4,11.1,64.2,28,Aurélien Djani Tchouaméni
3405,98,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,62.7,33.5,65.9,58.1,Jules Koundé
3408,98,France,Jules Koundé,Right Back,Pass,,73.4,63,84.3,74.4,Kingsley Coman
3415,98,France,Kingsley Coman,Right Midfield,Pass,,116.2,66.7,115.4,55.5,
3417,98,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,6.7,19.6,20.6,31.2,Enzo Fernandez
3421,98,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,21,28.8,34.5,30.3,Lionel Andrés Messi Cuccittini
3425,98,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,30.4,27.5,79.4,11.3,Julián Álvarez
3428,98,Argentina,Julián Álvarez,Center Forward,Pass,,110.6,23.3,99.5,33.5,Lionel Andrés Messi Cuccittini
3431,98,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,101.4,35.2,102.9,47.9,Rodrigo Javier De Paul
3434,98,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,102.9,47.7,105.1,36.5,Lionel Andrés Messi Cuccittini
3437,98,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,15,43.6,23.8,47.8,Eduardo Camavinga
3444,90,France,Randal Kolo Muani,Right Center Forward,Pass,,61,40.1,51.6,43.2,Aurélien Djani Tchouaméni
3447,90,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,52,42.5,49.7,30.3,Adrien Rabiot
3450,90,France,Adrien Rabiot,Left Defensive Midfield,Pass,,51.6,19.8,52.2,8.5,Eduardo Camavinga
3453,90,France,Eduardo Camavinga,Left Back,Pass,,52,9.2,39.2,20.1,Dayotchanculle Upamecano
3456,90,France,Dayotchanculle Upamecano,Left Center Back,Pass,,44.5,23.1,39.2,59,Jules Koundé
3459,90,France,Jules Koundé,Right Back,Pass,,39.4,60.1,77.9,74.8,Kingsley Coman
3462,90,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,42.2,5.3,40.7,13.6,Alexis Mac Allister
3465,90,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,42.4,13.6,30.4,14.1,Nicolás Hernán Otamendi
3468,90,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,30.2,14.1,33.9,23.5,Enzo Fernandez
3471,90,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,36,25.6,44.6,19.2,Alexis Mac Allister
3475,90,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,64,16.2,76.6,23.2,Julián Álvarez
3478,90,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,36.2,45.1,62.7,33.7,
3479,90,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,57.4,46.4,81.3,40.2,
3480,90,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,38.8,39.9,45.6,37.4,Enzo Fernandez
3482,90,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,45.2,36.3,50.1,46.6,Rodrigo Javier De Paul
3487,91,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,53.3,44.2,85.2,2.5,Marcos Javier Acuña
3490,91,Argentina,Marcos Javier Acuña,Left Wing,Pass,,77.3,4.6,55,14.9,Nicolás Hernán Otamendi
3493,91,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,52.7,16.6,44.3,47,Cristian Gabriel Romero
3496,91,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,42.6,50.2,74.7,74.6,Gonzalo Ariel Montiel
3502,91,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,84.6,73.3,75.8,71.8,Lionel Andrés Messi Cuccittini
3504,91,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,79.8,72,72.8,58.3,Enzo Fernandez
3507,91,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,71.5,53.4,68.5,66,Gonzalo Ariel Montiel
3510,91,Argentina,Gonzalo Ariel Montiel,Right Back,Pass,,71.1,67.7,77.5,74.4,Lionel Andrés Messi Cuccittini
3513,91,Argentina,Lionel Andrés Messi Cuccittini,Right Wing,Pass,,78.3,73.9,90.3,74.8,Rodrigo Javier De Paul
3517,91,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,86.9,72.9,78.8,59.8,Enzo Fernandez
3520,91,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,83.9,54.5,94.6,4.6,Marcos Javier Acuña
3523,92,Argentina,Marcos Javier Acuña,Left Wing,Pass,,101.4,4.2,110.9,37.2,
3526,92,Argentina,Alexis Mac Allister,Left Center Midfield,Shot,Off T,98.2,23.8,120,28,
3528,92,France,Hugo Lloris,Goalkeeper,Pass,,7,44.1,85.4,75.7,Kingsley Coman
3530,92,Argentina,Nicolás Alejandro Tagliafico,Left Back,Pass,,34.7,4.4,43.9,17.9,Alexis Mac Allister
3533,92,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,40.5,14.7,48.4,9.6,Marcos Javier Acuña
3536,92,Argentina,Marcos Javier Acuña,Left Wing,Pass,,49,8.9,51.2,20.7,Alexis Mac Allister
3539,92,Argentina,Alexis Mac Allister,Left Center Midfield,Pass,,59.3,19,55.9,41,Rodrigo Javier De Paul
3542,92,Argentina,Rodrigo Javier De Paul,Right Center Midfield,Pass,,74.3,37.4,84.3,54.7,Lionel Andrés Messi Cuccittini
3552,93,France,Eduardo Camavinga,Left Back,Pass,,22.7,14.5,25.5,66,Jules Koundé
3554,93,France,Jules Koundé,Right Back,Pass,,29.6,66,27,49.2,Raphaël Varane
3557,93,France,Raphaël Varane,Right Center Back,Pass,,27.8,47.2,38.8,30.8,Adrien Rabiot
3560,93,France,Adrien Rabiot,Left Defensive Midfield,Pass,,45.2,35,34.7,48.7,Raphaël Varane
3563,93,France,Raphaël Varane,Right Center Back,Pass,,45.8,52.8,52,74.8,Jules Koundé
3566,93,France,Jules Koundé,Right Back,Pass,,52,74.8,45.2,65,Aurélien Djani Tchouaméni
3569,93,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,44.7,65,48.2,76.7,Jules Koundé
3572,93,France,Jules Koundé,Right Back,Pass,,47.7,77.8,11.6,54.1,Hugo Lloris
3574,93,France,Hugo Lloris,Goalkeeper,Pass,,12.2,50.2,80.5,31.2,Marcus Thuram
3576,93,France,Marcus Thuram,Left Midfield,Pass,,80.5,31.2,94.6,35.5,Kylian Mbappé Lottin
3579,93,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,25.5,44.6,37.9,48.5,Cristian Gabriel Romero
3582,93,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,38.3,51.7,67,54.7,
3585,93,France,Dayotchanculle Upamecano,Left Center Back,Pass,,50.1,24.1,59.7,17.7,Aurélien Djani Tchouaméni
3588,93,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,62.5,18.8,63.4,8.1,Eduardo Camavinga
3591,93,France,Eduardo Camavinga,Left Back,Pass,,67.2,7.2,48.8,17.7,Dayotchanculle Upamecano
3594,93,France,Dayotchanculle Upamecano,Left Center Back,Pass,,49,20.1,54.4,25.6,Adrien Rabiot
3598,94,France,Adrien Rabiot,Left Defensive Midfield,Pass,,73,60.9,86.2,53.4,Randal Kolo Muani
3605,94,Argentina,Cristian Gabriel Romero,Right Center Back,Pass,,25.3,32.4,37.5,50,Rodrigo Javier De Paul
3615,94,Argentina,Enzo Fernandez,Center Defensive Midfield,Pass,,36.6,54.1,52.3,36.5,Julián Álvarez
3618,94,Argentina,Julián Álvarez,Center Forward,Pass,,51.6,34.8,47.1,15.3,Marcos Javier Acuña
3622,94,Argentina,Marcos Javier Acuña,Left Wing,Pass,,46.3,16.2,33.4,24.5,Nicolás Hernán Otamendi
3626,94,Argentina,Nicolás Hernán Otamendi,Left Center Back,Pass,,35.1,20,45,16,Marcos Javier Acuña
3629,94,Argentina,Marcos Javier Acuña,Left Wing,Pass,,48.4,15.8,13.3,34.6,Damián Emiliano Martínez
3633,94,Argentina,Damián Emiliano Martínez,Goalkeeper,Pass,,11.6,32.4,74.3,7.4,
3637,95,France,Raphaël Varane,Right Center Back,Pass,,46.5,74.2,43.9,20.7,Eduardo Camavinga
3639,95,France,Eduardo Camavinga,Left Back,Pass,,46.7,13,55.4,21.3,Youssouf Fofana
3642,95,France,Youssouf Fofana,Left Defensive Midfield,Pass,,55.9,21.6,54.8,11.7,Eduardo Camavinga
3645,95,France,Eduardo Camavinga,Left Back,Pass,,55,11.5,76.4,6.2,Marcus Thuram
3649,95,France,Marcus Thuram,Left Midfield,Pass,,76,7,70.2,12.6,Eduardo Camavinga
3654,95,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,69.3,27.8,74.7,14.7,Youssouf Fofana
3657,95,France,Youssouf Fofana,Left Defensive Midfield,Pass,,75.5,13.2,68.9,31,Aurélien Djani Tchouaméni
3661,95,France,Aurélien Djani Tchouaméni,Right Defensive Midfield,Pass,,64.2,44.7,61.2,68,Jules Koundé
3664,95,France,Jules Koundé,Right Back,Pass,,63.4,67.5,56.9,51.5,Raphaël Varane
3667,95,France,Raphaël Varane,Right Center Back,Pass,,56.9,49.8,63.8,46.6,Youssouf Fofana
3670,95,France,Youssouf Fofana,Left Defensive Midfield,Pass,,57.8,45.7,55.2,33.1,Dayotchanculle Upamecano
